wavelength_nm,absorbance,processed_absorbance,photon_energy_ev,tauc_y
300.0,0.8129,0.8128881118881124,4.132806333333333,1.8328963792594948
305.0,0.8009,0.80091048951049,4.065055409836066,1.804368454107716
310.0,0.7891,0.7891193473193479,3.9994899999999998,1.776534530598901
315.0,0.7775,0.7775062937062942,3.9360060317460315,1.7493625872724257
320.0,0.7661,0.7660629370629376,3.8745059374999995,1.722821928740472
325.0,0.7548,0.7547808857808878,3.8148981538461535,1.6968830860503834
330.0,0.7436,0.7436547785547806,3.7570966666666665,1.6715211304853146
335.0,0.7327,0.7326622377622398,3.7010205970149253,1.6466930596237708
340.0,0.7218,0.72181188811189,3.6465938235294115,1.6223916829603513
345.0,0.7111,0.7110946386946406,3.593744637681159,1.598590799639697
350.0,0.7005,0.7005072261072279,3.542405428571428,1.5752715957941212
355.0,0.69,0.6900249417249436,3.492512394366197,1.5523919161720015
360.0,0.6797,0.6796540792540811,3.4440052777777774,1.5299451741857455
365.0,0.6694,0.6693902097902116,3.396827123287671,1.5079133995951541
370.0,0.6592,0.6592205128205144,3.3509240540540537,1.486269784842614
375.0,0.6491,0.6491405594405611,3.3062450666666665,1.4649975331800376
380.0,0.6392,0.6391482517482534,3.262741842105263,1.4440830115638972
385.0,0.6292,0.6292249417249434,3.2203685714285712,1.4234943718504762
390.0,0.6194,0.6193778554778571,3.1790817948717947,1.4032294411450998
395.0,0.6096,0.6096083916083932,3.1388402531645565,1.3832799276528691
400.0,0.5999,0.5998932400932416,3.0996047499999997,1.3636098916060642
405.0,0.5902,0.590226806526808,3.061338024691358,1.344203766552031
410.0,0.5806,0.5806151515151531,3.0240046341463414,1.325059586900681
415.0,0.5711,0.5710442890442906,2.9875708433734935,1.3061528502528594
420.0,0.5615,0.5615097902097916,2.9520045238095234,1.287470170863248
425.0,0.552,0.5520107226107241,2.917275058823529,1.2690024086956726
430.0,0.5425,0.5425307692307707,2.883353255813953,1.2507229348823787
435.0,0.5331,0.5330678321678336,2.850211264367816,1.2326215720637423
440.0,0.5236,0.5236151515151529,2.8178224999999997,1.2146829031810347
445.0,0.5142,0.5141848484848498,2.7861615730337075,1.1969135584012105
450.0,0.5047,0.5047405594405607,2.755204222222222,1.1792638892535627
455.0,0.4953,0.4952755244755258,2.7249272527472526,1.1617184573992312
460.0,0.4858,0.485785314685316,2.6953084782608694,1.1442645136881404
465.0,0.4763,0.476278554778556,2.6663266666666665,1.12690470376493
470.0,0.4667,0.46673076923077045,2.637961489361702,1.1096025392594124
475.0,0.4571,0.457143589743591,2.6101934736842103,1.0923521476544518
480.0,0.4475,0.44749020979021104,2.5830039583333333,1.0751134745707214
485.0,0.4378,0.43778298368298485,2.5563750515463917,1.057892951805013
490.0,0.428,0.42800000000000116,2.5302895918367345,1.0406555363356913
495.0,0.4181,0.4181170163170175,2.504731111111111,1.0233624474516279
500.0,0.4081,0.40811818181818293,2.4796837999999997,1.0059841171410226
505.0,0.398,0.3979794871794883,2.4551324752475248,0.9884798245066602
510.0,0.3877,0.3876946386946397,2.431062549019608,0.9708294992356932
515.0,0.3772,0.37724801864801966,2.40746,0.9530002701858806
520.0,0.3666,0.3666172494172504,2.384311346153846,0.9349490186535652
525.0,0.3557,0.3557529137529147,2.361603619047619,0.9165955316308382
530.0,0.3446,0.34463193473193565,2.3393243396226415,0.8978896775938894
535.0,0.3332,0.33321631701631793,2.3174614953271027,0.878758205822299
540.0,0.3214,0.32144382284382367,2.296003518518518,0.8590903027362504
545.0,0.3091,0.309237762237763,2.274939266055046,0.83874735639624
550.0,0.2964,0.29654895104895185,2.2542579999999997,0.8176171752682964
555.0,0.283,0.28329300699300775,2.2339493693693693,0.7955263881976399
560.0,0.2688,0.26944685314685385,2.2140033928571428,0.7723705374118143
565.0,0.2536,0.25604545454545524,2.194410442477876,0.7495790946948436
570.0,0.2371,0.23984475524475585,2.1751612280701753,0.7222887319932201
575.0,0.2186,0.21484965034965092,2.1562467826086955,0.6806385731877367
580.0,0.197,0.1849076923076928,2.137658448275862,0.6287046131632351
585.0,0.1696,0.1534671328671333,2.119387863247863,0.5703125273094126
590.0,0.1189,0.12356456876456909,2.1014269491525424,0.5095703236671834
595.0,0.0705,0.09777226107226134,2.0837678991596635,0.4513698029893406
600.0,0.07,0.07812797202797224,2.0664031666666665,0.4018008073708247
605.0,0.0695,0.06598135198135216,2.0493254545454542,0.36771900160408916
610.0,0.069,0.06177272727272744,2.032527704918033,0.35433709880587483
615.0,0.0685,0.06448041958041975,2.0160030894308942,0.3605450389090475
620.0,0.068,0.06800000000000019,1.9997449999999999,0.368758267703926
625.0,0.0675,0.06750000000000018,1.98374704,0.3659274862592319
630.0,0.067,0.06700000000000018,1.9680030158730157,0.36312009316959093
635.0,0.0665,0.06650000000000017,1.9525069291338581,0.3603355530438287
640.0,0.066,0.06600000000000018,1.9372529687499997,0.3575733434380985
645.0,0.0655,0.06550000000000017,1.9222355038759689,0.35483295436567935
650.0,0.065,0.06500000000000017,1.9074490769230767,0.3521138878260843
655.0,0.0645,0.06450000000000017,1.8928883969465646,0.3494156573524629
660.0,0.064,0.06400000000000017,1.8785483333333333,0.34673778757633794
665.0,0.0635,0.06350000000000017,1.864423909774436,0.3440798138087688
670.0,0.063,0.06300000000000017,1.8505102985074626,0.34144128163707804
675.0,0.0625,0.06250000000000017,1.8368028148148146,0.3388217465363258
680.0,0.062,0.062000000000000166,1.8232969117647058,0.33622077349475604
685.0,0.0615,0.061500000000000166,1.8099881751824816,0.333637936652478
690.0,0.061,0.06100000000000015,1.7968723188405795,0.3310728189526824
695.0,0.0605,0.06050000000000016,1.783945179856115,0.3285250118047258
700.0,0.06,0.06000000000000015,1.771202714285714,0.32599411475844636
705.0,0.0595,0.05950000000000015,1.7586409929078013,0.32347973518910644
