wavelength_nm,absorbance,processed_absorbance,photon_energy_ev,tauc_y
300.0,0.8129,0.8128881118881124,4.132806333333333,23935.52660722935
305.0,0.8009,0.80091048951049,4.065055409836066,22479.7893044778
310.0,0.7891,0.7891193473193479,3.9994899999999998,21124.476095833157
315.0,0.7775,0.7775062937062942,3.9360060317460315,19861.437165201347
320.0,0.7661,0.7660629370629376,3.8745059374999995,18683.27032674979
325.0,0.7548,0.7547808857808878,3.8148981538461535,17583.24456787776
330.0,0.7436,0.7436547785547806,3.7570966666666665,16555.367203296664
335.0,0.7327,0.7326622377622398,3.7010205970149253,15593.440731534793
340.0,0.7218,0.72181188811189,3.6465938235294115,14693.12518546449
345.0,0.7111,0.7110946386946406,3.593744637681159,13849.706506977403
350.0,0.7005,0.7005072261072279,3.542405428571428,13059.095635990303
355.0,0.69,0.6900249417249436,3.492512394366197,12316.76978073384
360.0,0.6797,0.6796540792540811,3.4440052777777774,11619.697070681952
365.0,0.6694,0.6693902097902116,3.396827123287671,10964.704589649436
370.0,0.6592,0.6592205128205144,3.3509240540540537,10348.607827762338
375.0,0.6491,0.6491405594405611,3.3062450666666665,9768.748018764338
380.0,0.6392,0.6391482517482534,3.262741842105263,9222.740079215955
385.0,0.6292,0.6292249417249434,3.2203685714285712,8707.918410137305
390.0,0.6194,0.6193778554778571,3.1790817948717947,8222.541722361539
395.0,0.6096,0.6096083916083932,3.1388402531645565,7764.824314983841
400.0,0.5999,0.5998932400932416,3.0996047499999997,7332.49719276346
405.0,0.5902,0.590226806526808,3.061338024691358,6923.915604167635
410.0,0.5806,0.5806151515151531,3.0240046341463414,6537.8201305701305
415.0,0.5711,0.5710442890442906,2.9875708433734935,6172.588757626563
420.0,0.5615,0.5615097902097916,2.9520045238095234,5826.933163472324
425.0,0.552,0.5520107226107241,2.917275058823529,5499.72683802443
430.0,0.5425,0.5425307692307707,2.883353255813953,5189.622746570643
435.0,0.5331,0.5330678321678336,2.850211264367816,4895.650317079513
440.0,0.5236,0.5236151515151529,2.8178224999999997,4616.820702741392
445.0,0.5142,0.5141848484848498,2.7861615730337075,4352.537084528907
450.0,0.5047,0.5047405594405607,2.755204222222222,4101.4302832898475
455.0,0.4953,0.4952755244755258,2.7249272527472526,3862.7347943539276
460.0,0.4858,0.485785314685316,2.6953084782608694,3635.7754457255087
465.0,0.4763,0.476278554778556,2.6663266666666665,3420.1102042399
470.0,0.4667,0.46673076923077045,2.637961489361702,3214.8528656931853
475.0,0.4571,0.457143589743591,2.6101934736842103,3019.548440958754
480.0,0.4475,0.44749020979021104,2.5830039583333333,2833.4043319349125
485.0,0.4378,0.43778298368298485,2.5563750515463917,2656.184440182221
490.0,0.428,0.42800000000000116,2.5302895918367345,2487.249371450451
495.0,0.4181,0.4181170163170175,2.504731111111111,2325.997476223249
500.0,0.4081,0.40811818181818293,2.4796837999999997,2171.9800382547783
505.0,0.398,0.3979794871794883,2.4551324752475248,2024.7088059471198
510.0,0.3877,0.3876946386946397,2.431062549019608,1883.923182251995
515.0,0.3772,0.37724801864801966,2.40746,1749.2965060666684
520.0,0.3666,0.3666172494172504,2.384311346153846,1620.4776818365233
525.0,0.3557,0.3557529137529147,2.361603619047619,1496.932703845256
530.0,0.3446,0.34463193473193565,2.3393243396226415,1378.4253419415124
535.0,0.3332,0.33321631701631793,2.3174614953271027,1264.6458044540595
540.0,0.3214,0.32144382284382367,2.296003518518518,1155.1718599956232
545.0,0.3091,0.309237762237763,2.274939266055046,1049.5810742928477
550.0,0.2964,0.29654895104895185,2.2542579999999997,947.7446842291008
555.0,0.283,0.28329300699300775,2.2339493693693693,849.3949879498557
560.0,0.2688,0.26944685314685385,2.2140033928571428,754.7343728971518
565.0,0.2536,0.25604545454545524,2.194410442477876,669.5163650932934
570.0,0.2371,0.23984475524475585,2.1751612280701753,577.2111245061228
575.0,0.2186,0.21484965034965092,2.1562467826086955,455.1531627881272
580.0,0.197,0.1849076923076928,2.137658448275862,331.34309285118337
585.0,0.1696,0.1534671328671333,2.119387863247863,224.35873296306272
590.0,0.1189,0.12356456876456909,2.1014269491525424,142.99071711921778
595.0,0.0705,0.09777226107226134,2.0837678991596635,88.02810197282884
600.0,0.07,0.07812797202797224,2.0664031666666665,55.275738545972146
605.0,0.0695,0.06598135198135216,2.0493254545454542,38.775340733467296
610.0,0.069,0.06177272727272744,2.032527704918033,33.431651704292335
615.0,0.0685,0.06448041958041975,2.0160030894308942,35.83681707346869
620.0,0.068,0.06800000000000019,1.9997449999999999,39.215557932082056
625.0,0.0675,0.06750000000000018,1.98374704,38.02519613137826
630.0,0.067,0.06700000000000018,1.9680030158730157,36.871640293239025
635.0,0.0665,0.06650000000000017,1.9525069291338581,35.75360121468947
640.0,0.066,0.06600000000000018,1.9372529687499997,34.66984299570167
645.0,0.0655,0.06550000000000017,1.9222355038759689,33.619180472628564
650.0,0.065,0.06500000000000017,1.9074490769230767,32.60047679301975
655.0,0.0645,0.06450000000000017,1.8928883969465646,31.61264112304887
660.0,0.064,0.06400000000000017,1.8785483333333333,30.65462647938682
665.0,0.0635,0.06350000000000017,1.864423909774436,29.725427677913718
670.0,0.063,0.06300000000000017,1.8505102985074626,28.824079392179872
675.0,0.0625,0.06250000000000017,1.8368028148148146,27.949654315003226
680.0,0.062,0.062000000000000166,1.8232969117647058,27.101261417034593
685.0,0.0615,0.061500000000000166,1.8099881751824816,26.2780442965313
690.0,0.061,0.06100000000000015,1.7968723188405795,25.479179614960408
695.0,0.0605,0.06050000000000016,1.783945179856115,24.70387561340522
700.0,0.06,0.06000000000000015,1.771202714285714,23.951370705075735
705.0,0.0595,0.05950000000000015,1.7586409929078013,23.22093213952783
710.0,0.059,0.05900000000000015,1.7462561971830985,22.511854734477634
715.0,0.0585,0.058500000000000156,1.7340446153846152,21.823459671360332
720.0,0.058,0.058000000000000156,1.7220026388888887,21.155093351025943
725.0,0.0575,0.05750000000000015,1.7101267586206894,20.50612630619198
730.0,0.057,0.057000000000000155,1.6984135616438354,19.875952167483803
735.0,0.0565,0.05650000000000016,1.6868597278911563,19.263986680090213
