wavelength_nm,absorbance,processed_absorbance,photon_energy_ev,tauc_y
300.0,0.8129,0.8128881118881124,4.132806333333333,11.286301642275626
305.0,0.8009,0.80091048951049,4.065055409836066,10.599878879143095
310.0,0.7891,0.7891193473193479,3.9994899999999998,9.960809016861315
315.0,0.7775,0.7775062937062942,3.9360060317460315,9.365249178510304
320.0,0.7661,0.7660629370629376,3.8745059374999995,8.809709016729434
325.0,0.7548,0.7547808857808878,3.8148981538461535,8.29101466198927
330.0,0.7436,0.7436547785547806,3.7570966666666665,7.80634038770672
335.0,0.7327,0.7326622377622398,3.7010205970149253,7.352763890471212
340.0,0.7218,0.72181188811189,3.6465938235294115,6.928238748705142
345.0,0.7111,0.7110946386946406,3.593744637681159,6.530542145979901
350.0,0.7005,0.7005072261072279,3.542405428571428,6.157745970736042
355.0,0.69,0.6900249417249436,3.492512394366197,5.807717594224194
360.0,0.6797,0.6796540792540811,3.4440052777777774,5.479027400716275
365.0,0.6694,0.6693902097902116,3.396827123287671,5.1701792673260245
370.0,0.6592,0.6592205128205144,3.3509240540540537,4.87967160440346
375.0,0.6491,0.6491405594405611,3.3062450666666665,4.606250725808413
380.0,0.6392,0.6391482517482534,3.262741842105263,4.348791994862456
385.0,0.6292,0.6292249417249434,3.2203685714285712,4.106038503596194
390.0,0.6194,0.6193778554778571,3.1790817948717947,3.8771691831814348
395.0,0.6096,0.6096083916083932,3.1388402531645565,3.6613420233551386
400.0,0.5999,0.5998932400932416,3.0996047499999997,3.4574871264237115
405.0,0.5902,0.590226806526808,3.061338024691358,3.2648289438801177
410.0,0.5806,0.5806151515151531,3.0240046341463414,3.0827736229655325
415.0,0.5711,0.5710442890442906,2.9875708433734935,2.910556336423004
420.0,0.5615,0.5615097902097916,2.9520045238095234,2.7475696027705068
425.0,0.552,0.5520107226107241,2.917275058823529,2.5932822395190067
430.0,0.5425,0.5425307692307707,2.883353255813953,2.447059080359676
435.0,0.5331,0.5330678321678336,2.850211264367816,2.3084424721607415
440.0,0.5236,0.5236151515151529,2.8178224999999997,2.176966144697408
445.0,0.5142,0.5141848484848498,2.7861615730337075,2.052348680323042
450.0,0.5047,0.5047405594405607,2.755204222222222,1.9339444709769633
455.0,0.4953,0.4952755244755258,2.7249272527472526,1.8213925587926891
460.0,0.4858,0.485785314685316,2.6953084782608694,1.7143745804048207
465.0,0.4763,0.476278554778556,2.6663266666666665,1.6126821042332018
470.0,0.4667,0.46673076923077045,2.637961489361702,1.5158972590470834
475.0,0.4571,0.457143589743591,2.6101934736842103,1.423805504150906
480.0,0.4475,0.44749020979021104,2.5830039583333333,1.33603310633196
485.0,0.4378,0.43778298368298485,2.5563750515463917,1.25246873826294
490.0,0.428,0.42800000000000116,2.5302895918367345,1.1728109068330084
495.0,0.4181,0.4181170163170175,2.504731111111111,1.0967759166785347
500.0,0.4081,0.40811818181818293,2.4796837999999997,1.0241521849509188
505.0,0.398,0.3979794871794883,2.4551324752475248,0.9547094867254343
510.0,0.3877,0.3876946386946397,2.431062549019608,0.888324942863376
515.0,0.3772,0.37724801864801966,2.40746,0.8248445230899648
520.0,0.3666,0.3666172494172504,2.384311346153846,0.764102675570906
525.0,0.3557,0.3557529137529147,2.361603619047619,0.7058476009749455
530.0,0.3446,0.34463193473193565,2.3393243396226415,0.6499679098687552
535.0,0.3332,0.33321631701631793,2.3174614953271027,0.596317526408458
540.0,0.3214,0.32144382284382367,2.296003518518518,0.5446973561317588
545.0,0.3091,0.309237762237763,2.274939266055046,0.4949082089096347
550.0,0.2964,0.29654895104895185,2.2542579999999997,0.4468893691623304
555.0,0.283,0.28329300699300775,2.2339493693693693,0.4005146076269609
560.0,0.2688,0.26944685314685385,2.2140033928571428,0.35587935590847697
565.0,0.2536,0.25604545454545524,2.194410442477876,0.31569656999318185
570.0,0.2371,0.23984475524475585,2.1751612280701753,0.2721719463020124
575.0,0.2186,0.21484965034965092,2.1562467826086955,0.21461804341965213
580.0,0.197,0.1849076923076928,2.137658448275862,0.15623797020924948
585.0,0.1696,0.1534671328671333,2.119387863247863,0.10579171195402438
590.0,0.1189,0.12356456876456909,2.1014269491525424,0.0674243099780125
595.0,0.0705,0.09777226107226134,2.0837678991596635,0.041507827597253286
600.0,0.07,0.07812797202797224,2.0664031666666665,0.02606412923210878
605.0,0.0695,0.06598135198135216,2.0493254545454542,0.018283708521698028
610.0,0.069,0.06177272727272744,2.032527704918033,0.015764002677934735
615.0,0.0685,0.06448041958041975,2.0160030894308942,0.016898108574225336
620.0,0.068,0.06800000000000019,1.9997449999999999,0.018491283820675698
625.0,0.0675,0.06750000000000018,1.98374704,0.01792999337711689
630.0,0.067,0.06700000000000018,1.9680030158730157,0.01738605802260854
635.0,0.0665,0.06650000000000017,1.9525069291338581,0.016858869860199317
640.0,0.066,0.06600000000000018,1.9372529687499997,0.016347846126838168
645.0,0.0655,0.06550000000000017,1.9222355038759689,0.01585242798316315
650.0,0.065,0.06500000000000017,1.9074490769230767,0.015372079369956177
655.0,0.0645,0.06450000000000017,1.8928883969465646,0.014906285927127831
660.0,0.064,0.06400000000000017,1.8785483333333333,0.014454553971382119
665.0,0.0635,0.06350000000000017,1.864423909774436,0.014016409528974118
670.0,0.063,0.06300000000000017,1.8505102985074626,0.013591397420217439
675.0,0.0625,0.06250000000000017,1.8368028148148146,0.013179080392623608
680.0,0.062,0.062000000000000166,1.8232969117647058,0.012779038299764608
685.0,0.0615,0.061500000000000166,1.8099881751824816,0.01239086732314279
690.0,0.061,0.06100000000000015,1.7968723188405795,0.012014179234532015
695.0,0.0605,0.06050000000000016,1.783945179856115,0.011648600696419875
700.0,0.06,0.06000000000000015,1.771202714285714,0.011293772598335148
705.0,0.0595,0.05950000000000015,1.7586409929078013,0.010949349426988048
710.0,0.059,0.05900000000000015,1.7462561971830985,0.010614998668283564
715.0,0.0585,0.058500000000000156,1.7340446153846152,0.010290400239392154
720.0,0.058,0.058000000000000156,1.7220026388888887,0.009975245949176812
725.0,0.0575,0.05750000000000015,1.7101267586206894,0.00966923898538266
730.0,0.057,0.057000000000000155,1.6984135616438354,0.009372093427094696
735.0,0.0565,0.05650000000000016,1.6868597278911563,0.009083533781062081
740.0,0.056,0.05600000000000015,1.6754620270270268,0.00880329454057388
745.0,0.0555,0.055500000000000146,1.6642173154362414,0.00853111976565155
750.0,0.055,0.05500000000000014,1.6531225333333333,0.008266762683398654
755.0,0.0545,0.054500000000000146,1.6421747019867547,0.008009985307418505
760.0,0.054,0.054000000000000145,1.6313709210526315,0.007760558075275662
765.0,0.0535,0.053500000000000145,1.6207083660130717,0.007518259503038502
770.0,0.053,0.05300000000000014,1.6101842857142856,0.007282875855997117
775.0,0.0525,0.05250000000000002,1.5997959999999998,0.007054200834704104
780.0,0.052,0.05200000000000001,1.5895408974358973,0.006832035275536046
785.0,0.0515,0.051500000000000004,1.579416433121019,0.006616186865019443
790.0,0.051,0.051,1.5694201265822783,0.00640646986720971
795.0,0.0505,0.05049999999999999,1.5595495597484275,0.006202704863451687
